"SKU";"Название";"Бренд";"Продавец";"Категория";"Схема";"Наличие";"Коммент.";"Рейтинг";"Цена";"Мин. цена";"Макс. цена";"Ср . цена";"Цена с Ozon картой";"Продаж";"Выручка (30 дней)";"Средняя дневная выручка";"Потенциал";"Упущенная выручка";"Упущенная выручка %";"Был в наличии";"Дней с продажами";"Среднее при наличии";"Фото";"Url";"Среднее число продаж";"Позиция в категории";"Цена до скидки";"Медиан. цена";"Продажи 2023-07-26";"Продажи 2023-07-27";"Продажи 2023-07-28";"Продажи 2023-07-29";"Продажи 2023-07-30";"Продажи 2023-07-31";"Продажи 2023-08-01";"Продажи 2023-08-02";"Продажи 2023-08-03";"Продажи 2023-08-04";"Продажи 2023-08-05";"Продажи 2023-08-06";"Продажи 2023-08-07";"Продажи 2023-08-08";"Продажи 2023-08-09";"Продажи 2023-08-10";"Продажи 2023-08-11";"Продажи 2023-08-12";"Продажи 2023-08-13";"Продажи 2023-08-14";"Продажи 2023-08-15";"Продажи 2023-08-16";"Продажи 2023-08-17";"Продажи 2023-08-18";"Продажи 2023-08-19";"Продажи 2023-08-20";"Продажи 2023-08-21";"Продажи 2023-08-22";"Продажи 2023-08-23";"Продажи 2023-08-24";"Выручка 2023-07-26";"Выручка 2023-07-27";"Выручка 2023-07-28";"Выручка 2023-07-29";"Выручка 2023-07-30";"Выручка 2023-07-31";"Выручка 2023-08-01";"Выручка 2023-08-02";"Выручка 2023-08-03";"Выручка 2023-08-04";"Выручка 2023-08-05";"Выручка 2023-08-06";"Выручка 2023-08-07";"Выручка 2023-08-08";"Выручка 2023-08-09";"Выручка 2023-08-10";"Выручка 2023-08-11";"Выручка 2023-08-12";"Выручка 2023-08-13";"Выручка 2023-08-14";"Выручка 2023-08-15";"Выручка 2023-08-16";"Выручка 2023-08-17";"Выручка 2023-08-18";"Выручка 2023-08-19";"Выручка 2023-08-20";"Выручка 2023-08-21";"Выручка 2023-08-22";"Выручка 2023-08-23";"Выручка 2023-08-24";"Цена 2023-07-26";"Цена 2023-07-27";"Цена 2023-07-28";"Цена 2023-07-29";"Цена 2023-07-30";"Цена 2023-07-31";"Цена 2023-08-01";"Цена 2023-08-02";"Цена 2023-08-03";"Цена 2023-08-04";"Цена 2023-08-05";"Цена 2023-08-06";"Цена 2023-08-07";"Цена 2023-08-08";"Цена 2023-08-09";"Цена 2023-08-10";"Цена 2023-08-11";"Цена 2023-08-12";"Цена 2023-08-13";"Цена 2023-08-14";"Цена 2023-08-15";"Цена 2023-08-16";"Цена 2023-08-17";"Цена 2023-08-18";"Цена 2023-08-19";"Цена 2023-08-20";"Цена 2023-08-21";"Цена 2023-08-22";"Цена 2023-08-23";"Цена 2023-08-24";"Запросы 2023-07-26";"Запросы 2023-07-27";"Запросы 2023-07-28";"Запросы 2023-07-29";"Запросы 2023-07-30";"Запросы 2023-07-31";"Запросы 2023-08-01";"Запросы 2023-08-02";"Запросы 2023-08-03";"Запросы 2023-08-04";"Запросы 2023-08-05";"Запросы 2023-08-06";"Запросы 2023-08-07";"Запросы 2023-08-08";"Запросы 2023-08-09";"Запросы 2023-08-10";"Запросы 2023-08-11";"Запросы 2023-08-12";"Запросы 2023-08-13";"Запросы 2023-08-14";"Запросы 2023-08-15";"Запросы 2023-08-16";"Запросы 2023-08-17";"Запросы 2023-08-18";"Запросы 2023-08-19";"Запросы 2023-08-20";"Запросы 2023-08-21";"Запросы 2023-08-22";"Запросы 2023-08-23";"Запросы 2023-08-24";"Остатки 2023-07-26";"Остатки 2023-07-27";"Остатки 2023-07-28";"Остатки 2023-07-29";"Остатки 2023-07-30";"Остатки 2023-07-31";"Остатки 2023-08-01";"Остатки 2023-08-02";"Остатки 2023-08-03";"Остатки 2023-08-04";"Остатки 2023-08-05";"Остатки 2023-08-06";"Остатки 2023-08-07";"Остатки 2023-08-08";"Остатки 2023-08-09";"Остатки 2023-08-10";"Остатки 2023-08-11";"Остатки 2023-08-12";"Остатки 2023-08-13";"Остатки 2023-08-14";"Остатки 2023-08-15";"Остатки 2023-08-16";"Остатки 2023-08-17";"Остатки 2023-08-18";"Остатки 2023-08-19";"Остатки 2023-08-20";"Остатки 2023-08-21";"Остатки 2023-08-22";"Остатки 2023-08-23";"Остатки 2023-08-24"
711547319;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная перфорированная с красной нитью / 37,38,39 см";"LION AUTO";"LION AUTO";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;9;"5";850;850;850;"nan";850;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-1/6415846549.jpg";"https://www.ozon.ru/context/detail/id/711547319";"0";0;1990;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241971371;"Оплётка на руль STW02A-BL ""М"" экокожа чёрная с синими вставками-сетка 37-39см";"Zetla";"Zetla";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";5;12;"5";1169;1118;1300;"nan";1124;0;0;"0";"0";"0";"0";18;0;"0";"https://cdn1.ozone.ru/s3/multimedia-u/6055970022.jpg";"https://www.ozon.ru/context/detail/id/241971371";"0";0;1450;1165.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1141;1118;1126;1118;1156;1156;1156;1141;1135;1157;1157;1139;1139;1139;1162;1170;1169;0;0;0;0;0;0;0;0;0;0;0;2;6;5;5;7;5;5;5;3;1;3;5;5;5;3;3;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;4;5;5;5;5;5;5;5;5;5;5;5
293496785;"Оплётка на руль PSV RACE Размер М (37-39 см.), Бежевый";"";"Topmart";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";1;1;"5";558;510;558;"nan";538;0;0;"0";"0";"0";"0";30;0;"0";"https://cdn1.ozone.ru/s3/multimedia-m/6079193146.jpg";"https://www.ozon.ru/context/detail/id/293496785";"0";0;999;527.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;510;522;517;521;521;521;516;516;515;517;527;527;527;527;527;528;528;528;528;528;536;536;537;537;558;558;558;558;558;558;9;10;9;8;9;6;7;11;7;13;13;9;10;9;11;10;11;11;12;11;10;8;10;8;8;9;8;5;6;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
294800200;"Оплётка на руль Lavita, размер М, синяя, ПВХ";"LAVITA";"Фабрика счастья";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;3;"4,33";416;355;427;"363";400;1;363;"12,1";"680,625";"317,63";"46,67";16;1;"0";"https://cdn1.ozone.ru/s3/multimedia-l/6077388105.jpg";"https://www.ozon.ru/context/detail/id/294800200";"0,0333";0;580;371.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363;0;0;0;0;0;0;0;0;0;0;0;0;0;374;374;374;374;374;374;366;356;355;356;363;363;363;364;363;363;363;363;363;363;369;382;382;427;417;417;417;417;416;416;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294801082;"Оплётка на руль Lavita, размер М, красная, ПВХ";"LAVITA";"Фабрика счастья";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;1;"5";357;331;370;"nan";343;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-m/6079172014.jpg";"https://www.ozon.ru/context/detail/id/294801082";"0";0;500;358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;338;339;339;339;339;331;354;355;356;363;363;363;364;363;363;363;363;363;363;369;370;370;369;358;358;358;358;357;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294801474;"Оплётка на руль Lavita, размер М, бежевая, ПВХ";"LAVITA";"Фабрика счастья";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";2;5;"4";351;346;370;"351";337;1;351;"11,7";"351";"0";"0";30;1;"0,0333";"https://cdn1.ozone.ru/s3/multimedia-n/6077388179.jpg";"https://www.ozon.ru/context/detail/id/294801474";"0,0333";0;489;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351;370;370;370;370;370;370;349;347;346;346;356;356;356;357;357;357;357;357;357;357;361;361;361;361;351;351;351;351;350;351;3;1;4;3;1;2;2;3;4;1;1;3;3;4;4;4;4;4;4;4;3;3;4;4;4;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2
917139804;"Оплётка на руль HR TWEED-L,Серый, 40-41 см";"Hadar Rosen";"PROAUTO MARKET";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;4;"5";355;337;431;"341";342;1;341;"11,3667";"10230";"9889";"96,67";1;1;"0";"https://cdn1.ozone.ru/s3/multimedia-c/6624370596.jpg";"https://www.ozon.ru/context/detail/id/917139804";"0,0333";0;1000;420;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;341;427;420;420;420;427;418;420;425;429;429;429;431;425;425;425;425;425;425;347;357;357;357;352;352;352;356;355;355;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916796118;"Оплётка на руль HR TWEED-L,БЕЖЕВЫЙ, 41 см";"Hadar Rosen";"PROAUTO MARKET";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;4;"5";362;344;431;"431";349;1;431;"14,3667";"6465";"6034";"93,34";2;1;"0";"https://cdn1.ozone.ru/s3/multimedia-s/6624372232.jpg";"https://www.ozon.ru/context/detail/id/916796118";"0,0333";0;1000;359;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;359;431;430;430;430;349;344;347;356;363;363;363;352;351;348;345;345;345;345;355;370;364;365;359;359;359;363;362;362;12;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
753185831;"Оплётка на руль 38 см размер М Черная";"";"DorStor";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";9;84;"4,87";706;666;799;"799";680;3;2397;"79,9";"2397";"0";"0";30;3;"0,1";"https://cdn1.ozone.ru/s3/multimedia-i/6533908170.jpg";"https://www.ozon.ru/context/detail/id/753185831";"0,1";0;1790;799;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;799;0;799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;799;0;0;0;666;666;685;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;706;4;3;3;1;3;2;3;6;3;3;3;2;1;5;9;8;5;7;3;3;1;2;3;2;0;2;0;0;0;0;6;6;11;11;11;11;11;11;10;10;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;9;9;9;9
753186165;"Оплётка на руль 38 см размер М Синяя";"";"DorStor";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";28;84;"4,87";706;706;799;"799";680;3;2397;"79,9";"2397";"0";"0";30;2;"0,1";"https://cdn1.ozone.ru/s3/multimedia-2/6533907938.jpg";"https://www.ozon.ru/context/detail/id/753186165";"0,1";0;1790;799;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1598;0;0;0;0;0;0;0;0;799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;706;0;1;2;3;2;0;3;4;2;3;2;2;1;5;3;4;3;6;2;2;1;1;1;2;2;0;0;0;1;0;17;17;18;18;18;18;18;17;27;26;27;27;27;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
753186173;"Оплётка на руль 38 см размер М Оранжевая";"";"DorStor";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";8;84;"4,87";706;693;799;"706";680;1;706;"23,5333";"706";"0";"0";30;1;"0,0333";"https://cdn1.ozone.ru/s3/multimedia-8/6533907836.jpg";"https://www.ozon.ru/context/detail/id/753186173";"0,0333";0;1790;799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;706;0;0;0;0;0;0;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;799;693;693;693;704;705;705;706;702;702;702;701;722;706;0;0;0;1;1;0;0;3;1;0;1;0;0;1;1;1;2;3;1;1;0;1;2;2;1;0;0;0;0;0;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8
745889965;"Оплётка на руль (XL) (41-42 см) экокожа,черно-синий (Газель) ""VETTLER die Energie"" (19151)";"VETTLER";"Гараж26";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;3;"5";932;868;932;"874";897;1;874;"29,1333";"1456,6667";"582,67";"40,01";18;1;"0";"https://cdn1.ozone.ru/s3/multimedia-6/6435410430.jpg";"https://www.ozon.ru/context/detail/id/745889965";"0,0333";0;1200;890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;874;0;0;0;0;0;0;0;0;0;0;0;868;890;889;888;888;888;881;878;881;890;899;899;899;895;884;874;874;874;874;874;893;894;895;895;929;929;929;929;931;932;2;2;1;2;0;0;2;2;4;5;4;2;2;2;2;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
750545608;"Оплётка на руль (XL) (41-42 см) экокожа,черно-красный (Газель) ""VETTLER die Energie"" (19154)";"VETTLER";"Гараж26";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;3;"5";888;827;888;"885";854;1;885;"29,5";"1106,25";"221,25";"20";24;1;"0";"https://cdn1.ozone.ru/s3/multimedia-7/6440008495.jpg";"https://www.ozon.ru/context/detail/id/750545608";"0,0333";0;1250;848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885;0;0;0;0;0;827;848;847;846;846;846;839;836;839;848;856;856;856;852;842;833;833;833;833;833;851;852;852;852;885;885;885;885;886;888;6;5;5;5;5;4;5;6;4;5;7;6;6;5;5;5;5;5;5;6;4;4;3;4;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
750702818;"Оплётка на руль (XL) (41-42 см) винил,черный (Газель) ""VETTLER KLASSIKER"" (17604)";"VETTLER";"Гараж26";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";1;2;"3";774;716;774;"nan";745;0;0;"0";"0";"0";"0";30;0;"0";"https://cdn1.ozone.ru/s3/multimedia-i/6440101206.jpg";"https://www.ozon.ru/context/detail/id/750702818";"0";0;850;738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;716;716;716;716;716;716;723;722;723;724;738;738;738;738;739;738;738;738;738;738;750;751;750;754;772;772;772;772;773;774;1;4;2;1;1;0;1;1;1;1;1;1;1;1;1;4;4;4;4;5;2;2;2;4;2;2;3;3;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
750613762;"Оплётка на руль (L) (39-40 см) вспененый ПВХ,голубой (ВАЗ 2101-2107, Волга) ""VETTLER SPORT"" (17580)";"VETTLER";"Гараж26";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;8;"4,63";810;756;810;"767";779;1;767;"25,5667";"2876,25";"2109,25";"73,34";8;1;"0";"https://cdn1.ozone.ru/s3/multimedia-6/6440044674.jpg";"https://www.ozon.ru/context/detail/id/750613762";"0,0333";0;1100;777;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;756;756;756;756;756;756;767;768;767;767;776;776;776;776;777;777;777;777;777;777;788;789;789;790;809;809;809;810;809;810;8;8;9;7;8;5;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
467791384;"Оплётка на руль ""Водитель АС""  M ";"Автотовары Victoria";"888";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;4;"2";236;236;236;"nan";236;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-c/6158361348.jpg";"https://www.ozon.ru/context/detail/id/467791384";"0";0;566;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
698657964;"Оплётка на руль";"";"Car-baby";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;9;"5";1300;1300;1300;"nan";1300;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-7/6400226047.jpg";"https://www.ozon.ru/context/detail/id/698657964";"0";0;2500;1300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
698591053;"Оплётка на руль";"";"Car-baby";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;9;"5";1400;1400;1400;"nan";1372;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-j/6400224727.jpg";"https://www.ozon.ru/context/detail/id/698591053";"0";0;2500;1400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
450340838;"Оплетка на руль со стразами / чехол на руль со стразами / оплётка на руль / чехол на руль";"";"Lucky";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";3;214;"4,97";999;839;999;"nan";999;0;0;"0";"0";"0";"0";12;0;"0";"https://cdn1.ozone.ru/s3/multimedia-f/6207918699.jpg";"https://www.ozon.ru/context/detail/id/450340838";"0";0;2250;999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839;839;839;839;839;839;851;852;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;19;17;16;16;17;19;17;17;17;15;17;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;3;3;3
279599091;"Оплетка на руль со стразами / чехол на руль со стразами / оплётка на руль / чехол на руль";"";"Lucky";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;214;"4,97";990;990;990;"nan";990;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-6/6070417770.jpg";"https://www.ozon.ru/context/detail/id/279599091";"0";0;2250;990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
279181533;"Оплетка на руль со стразами / чехол на руль со стразами / оплётка на руль / чехол на руль";"";"Lucky";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;214;"4,97";999;999;999;"nan";999;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-9/6164251485.jpg";"https://www.ozon.ru/context/detail/id/279181533";"0";0;2250;999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
279180002;"Оплетка на руль со стразами / чехол на руль со стразами / оплётка на руль / чехол на руль";"";"Lucky";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;214;"4,97";1190;1190;1190;"nan";1190;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-q/6070416386.jpg";"https://www.ozon.ru/context/detail/id/279180002";"0";0;2250;1190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;1190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
